timestamp_seconds
5.417
10.167
14.933
20.567
26.25
32.017
36.317
40.25
45.767
50.567
53.833
58.9
62.683
66.75
70.483
74.083
84.667
89.733
94.567
99.683
103.25
109.15
115.1
118.567
122.733
127.167
131.667
139.75
144.15
147.583
152.667
158.733
176.917
180.483
184.883
192.233
213.083
219.383
230.183
237.083
242.6
249.833
256.667
263.417
269.983
276.767
281.767
289.667
302.317
308.983
315.0
319.333
328.833
333.983
338.317
343.25
348.267
353.0
360.333
365.35
373.083
378.483
383.667
389.067
396.0
401.25
405.917
413.983
419.567
424.9
428.567
435.733
441.817
447.25
453.217
458.5
464.583
473.0
480.767
486.067
489.9
497.417
503.483
506.583
513.933
519.667
526.683
533.583
537.483
542.317
548.767
565.083
575.317
580.1
585.567
589.333
605.583
610.917
617.833
626.733
633.517
640.15
646.917
653.9
660.0
663.333
667.167
674.75
680.75
685.383
691.5
697.167
707.417
714.15
720.4
726.767
731.85
738.083
745.433
751.667
756.733
763.917
769.417
775.317
781.433
788.5
793.567
800.683
808.65
813.667
819.333
824.833
828.0
834.25
841.083
846.417
867.417
873.75
879.15
